date,mkt_excess,size,value,momentum,asset_excess
2023-01-03,0.0033518878772987445,-0.0029459916543042443,0.012274760068325183,6.87077500239265e-05,0.00025620774852958206
2023-01-04,-0.01143982516864545,0.0027324444075240762,0.008056664837745173,-0.0017955882233115384,-0.018062364476237457
2023-01-05,0.00825496315387103,0.01382958115524474,-0.006475322099563113,-0.006090407434372897,0.0067949578859083995
2023-01-06,0.010346211880303352,-0.0078948566274259,-0.013522531104368072,0.01229253390517972,0.01979548729486594
2023-01-09,-0.021461387075192198,-0.001962222767536878,-0.026680759540574858,0.010711010412432786,-0.011510699770190789
2023-01-10,-0.014323974575485498,0.006218700608493952,-0.004891459571393711,0.006816292101332571,-0.00432754991306712
2023-01-11,0.001406244434840139,0.003478128595732949,0.02178373511022662,-0.005525102386854766,-4.2925363963471855e-05
2023-01-12,-0.0034786685157794043,-0.0030092485698407943,0.003913958443172826,0.005130115945783673,-0.004446473396290096
2023-01-13,-0.00018481273254717675,-0.0010705837161283291,-0.005036150574445405,0.003837758456987411,0.004532960740203913
2023-01-16,-0.00938348320330938,-0.010999166466959854,0.004185721885502756,0.0026552737452243177,-0.007665381581168735
2023-01-17,0.009673377723491113,-0.001905389951797322,-0.014048625176949985,0.007497991602262663,0.002963800365771133
2023-01-18,0.00855571128971843,-0.002131099920071641,-0.002675910264278719,0.0038122268571676643,0.020271935339751378
2023-01-19,0.0007263376731733765,0.0018573591170100478,0.0008952972571416464,0.004440085417826013,0.0007723177584216725
2023-01-20,0.01239965327664836,-0.0044426177505521285,-0.0007749058663894365,0.0038214377002332607,-0.004400253461069722
2023-01-23,0.005142602764772501,0.003772308180361112,0.007117255095210725,0.0020447484480126355,-0.0010106486060022539
2023-01-24,-0.00945221709171562,0.008101726542558628,0.0031018070361244713,-0.010701666778285102,-0.018590806645268486
2023-01-25,0.004056258624907487,0.0012434346213477283,0.006014934162971972,0.0005017264644633434,0.0036241574611267455
2023-01-26,-0.010547708609118987,0.0028140512671936276,-0.0061953505400768345,-0.003337151753094751,-0.011291871864491824
2023-01-27,0.009662953314379998,0.0004252427806229389,0.008080338675694932,-0.007679045745840123,0.0024033312923899416
2023-01-30,-0.0005491850208487818,6.751447313134434e-07,0.014660432528615921,0.010090899715804943,0.003634166586024219
2023-01-31,-0.002033485998997866,-0.005772464268342779,-0.008731345676862713,0.010373972045314222,0.00367913579556429
2023-02-01,-0.007490224988443355,0.0025319540933864642,-0.007989260901431037,0.008155323601773672,0.0005671233666338748
2023-02-02,0.013447954725414333,-0.0007782927873079158,0.012022059026882095,0.0015312805011352478,0.01493950911763875
2023-02-03,-0.0016998243027568237,0.01674534647144476,-0.0017220958802555424,0.00810375072571594,0.008761101276033294
2023-02-06,-0.004711606043794179,0.01258683921980194,0.012634392528599011,7.231908361095325e-05,-0.015207324078114223
2023-02-07,-0.003873469055370525,0.0030867724204520063,-0.003982821407029655,0.0012167836613866763,-0.0035673036128009926
2023-02-08,0.005855401041086836,-0.0061044576775581404,0.013095410186436401,-0.006560828222771898,-0.014279936620369476
2023-02-09,0.004019884708004862,-0.008899291775867344,0.0011833723512490696,0.00238194782699304,0.0023677951620199524
2023-02-10,0.004540058727555872,0.00952914362471092,0.0023240594099042567,0.0003623155705465026,0.006320267367411924
2023-02-13,0.00473903103308671,0.002101993801177108,0.014082462195029137,-0.007815912701006787,0.006393265235114627
2023-02-14,0.02355812360957507,0.0038411472271328868,-0.003255934296997541,-0.0003071826708995814,0.04078974381718943
2023-02-15,-0.004470565180230771,-0.01395668789579354,-0.008470098863324624,-0.00047837738314085085,-0.00514582472958262
2023-02-16,-0.0056346700197869104,0.007419507852465446,-0.004037077872255189,0.01078536699986784,-0.0014896999811008455
2023-02-17,-0.008951500010726655,0.0036353627057149037,0.004071005555788248,0.005365279971080457,-0.0018100366286383255
2023-02-20,0.0067757736483304515,-0.008883445475315823,-0.014091831649624628,6.86726345487961e-05,0.0024789246515912245
2023-02-21,0.012418695219929807,-0.003772198459599592,0.005737238123860093,0.001492723858806498,0.009989920763892471
2023-02-22,-0.0012534220342036257,0.0021097376348521565,-0.0048489418585596885,0.00026527426862518836,0.0043892877508303315
2023-02-23,-0.009241721246587807,0.00041973438684994905,0.01033031394660207,-0.0012174839087732863,-0.014612677410986223
2023-02-24,-0.009069293372603635,-0.0023373694864284402,-0.02154834274410424,-0.006494563184329721,-0.001066581172492853
2023-02-27,0.007156520666071711,-0.0008279061445276869,-0.0070790919759375175,-0.0009063112656415756,0.011876245054693417
2023-02-28,0.008175795883237864,-0.002015819025655083,-0.015178213361106916,-0.00447658953991508,0.0004894638284955776
2023-03-01,0.005974696951357145,0.0012205000968197486,-0.007436065197275572,-0.007501893233538878,0.010787064423748523
2023-03-02,-0.007320606780175637,0.011771935783945257,0.002228993109980488,0.003067330887285208,0.0022285314745481653
2023-03-03,0.002553774553733917,-0.02053326752745038,-0.001613039629047794,0.00234758795959941,-0.0011651304864130885
2023-03-06,0.0012835439005480103,-0.001894802116077474,-0.0022803981205321345,-0.010720245068208468,-0.005383674199685547
2023-03-07,0.0024055745640191423,0.0014120993709795758,-0.001432663842420547,-0.0007361078249707633,-0.0014634628572428917
2023-03-08,0.009585716557430088,0.002367951917496796,0.0018304941655794907,0.0059742083153995415,0.006801691192073962
2023-03-09,0.002459551036521505,-0.002975316650570319,-0.009076824377487969,0.006355342433377925,0.007863376608413618
2023-03-10,0.007468049193790843,-0.01405377425982866,0.006361646768091456,0.006155021057311433,-0.002272609907338326
2023-03-13,0.0007433697643778061,0.0026239638697128772,0.005963993733469355,0.00023347924140875882,0.002306242782541521
2023-03-14,0.0031803133855898254,0.01381880171331348,0.0034653414389049088,-0.005070271967814907,-0.002108167342950543
2023-03-15,0.0069441704842239434,-0.0122708912393291,0.005008800984761368,-0.006502192964148363,-0.0010198658284410653
2023-03-16,-0.01602871401841233,0.006910624109585506,0.0026677620072779354,0.002067629428502145,-0.01099719437878008
2023-03-17,-0.0035163833799303143,-0.002628201784983151,0.018315659724579606,0.002275680206190978,0.007202432156331898
2023-03-20,-0.005174099197220751,-0.0004905947666307784,-0.0007838475394725891,0.007723986669630392,-0.010033344316705686
2023-03-21,-0.0070276563306767605,-0.008423188085631592,-0.0027637489650111906,0.006599877902052502,0.004870743476816938
2023-03-22,-0.003026564763493521,-0.0026756493788470132,-0.0067817482232164,-0.0007933719391870327,-0.0017998332063894756
2023-03-23,0.016444354423578354,0.010400356757591668,-0.00929036403520053,-0.007465235273165217,0.021295614599678044
2023-03-24,-0.009524142272625675,0.0046612419359016565,-0.011200246088409678,-0.001914639582065387,-0.005305875166049351
2023-03-27,0.01065106190050629,0.013858492843279554,-0.007999175819078266,0.0013033871688631481,0.018737536965020875
2023-03-28,-0.018511567487773852,0.00941929511182155,-0.0006361234348686418,-0.0012124994723364244,-0.01648977167463067
2023-03-29,-0.003683735329843523,0.00351269343143661,0.0030086561564794303,-0.003467364648465935,0.003807358319685215
2023-03-30,0.0017902837161550614,0.013951476209342338,0.00046027852696945603,0.0015173088898193935,0.003662943088214824
2023-03-31,0.006448445644952059,0.00351194526990639,-0.006889817496867416,-0.003023746448463663,0.014402146965191452
2023-04-03,0.007823492377721404,0.006623905414376472,-0.0007793767029310128,-0.003768396502352244,0.0015367488515234213
2023-04-04,0.008726819587199177,-0.0023725676282776668,0.006654714050708528,0.0018687170058206374,0.0065552769681339
2023-04-05,-0.003835975794732813,0.0005323665268736386,-0.0014368347667981529,-0.002411955480775229,-0.009635464569186796
2023-04-06,-0.005085869719310239,-0.005579390586402215,-0.005876245301982408,0.0014646263338701129,-0.0017208877241273474
2023-04-07,0.009437734693828692,0.007916671476758825,0.004935851287468196,0.0016392241371127362,0.02229318308326752
2023-04-10,-0.0021043475736977637,-0.009426428984918925,0.0016917622873749401,-0.006836574006549448,-0.006985638477472932
2023-04-11,-0.01403254955671714,0.00625880273934129,-0.013033145334735428,-0.002887446743192473,-0.01206155186318488
2023-04-12,-0.012466159354038286,-0.0015252084600412756,-0.0007793767029310128,0.008626661639498774,-0.018977928806490095
2023-04-13,-0.010113975146017725,0.009369976747738555,0.0023583223086694294,-0.006972477076405722,-0.011246099126519547
2023-04-14,0.005468768184591404,0.006006951909850079,-0.008097253078389783,-0.012699926693823187,-0.006072339749492975
2023-04-17,0.0015666830967762176,0.014565169261174413,0.001708590535536987,-0.01117107091945507,-0.0024882496196630324
2023-04-18,0.00759533889474545,0.005846197529109158,-0.013093402367320102,0.0001746596794600152,0.012077612001251015
2023-04-19,-0.004699779109701876,-0.012576322045225926,0.012025674900109537,0.00018550366819619345,-0.0012966046923698037
2023-04-20,0.0017439366018438564,-0.0005356253831856067,0.011231549865534885,-0.0007056651325507257,0.011887445027018603
2023-04-21,0.006881494333640704,-0.009376057540758527,-0.0022726560087266826,0.007285138973571009,0.0029544451643657805
2023-04-24,-0.0034028119369226223,-0.004146238738930197,0.0032710890405516584,-0.016037006598617627,-0.001736977759998413
2023-04-25,0.005024527613131526,0.012089827466213773,-0.0007793767029310128,0.0023756032465849417,0.013214643941933982
2023-04-26,-0.007281185351733163,0.005100270487181568,-0.010407128942387996,0.00936862921082144,-0.0011107082217034808
2023-04-27,-0.0039935923122157895,-0.005591443428629971,-0.002644010281369168,-0.006766684589350284,-0.004325690411655884
2023-04-28,-0.00419911683398162,-0.008109738931523192,-0.009649197192841732,-0.0022788390707393705,-0.004691973135670037
2023-05-01,-0.013154236101479436,0.00026225674301008634,0.006429568343675929,-0.0045173515033717256,-0.013034863197901515
2023-05-02,0.0053566972886413995,-0.009732481195049023,0.017975668776731943,-0.005366076276465173,-0.004508612684121984
2023-05-03,-0.0051634257422299625,-0.005369122219172649,-0.0007793767029310128,-0.00195757203013824,-0.013475573266461685
2023-05-04,0.0001374353060045617,0.002496075772409951,-0.007537170636766734,0.008564911702107028,-0.00027600510647359487
2023-05-05,0.005288213247964998,0.009242496288853569,0.0021190353147893725,0.011024320052925122,0.015149653645340782
2023-05-08,0.004911842936329384,0.004870091777795518,0.014500045336496585,-0.002015635350240886,0.0012239181578299154
2023-05-09,0.007319236198700649,-0.0183303160687848,-0.011001368812859128,0.011430361284386821,0.0039450825151191625
